기준일,전체주문고객,기존고객,신규고객,전체주문건수,전체환불건수,기존고객비율,신규고객비율,관심고객수(증감),관심고객수(누적),알림고객수(증감),알림고객수(누적),VVIP,VIP,골드,실버
2024.06.03.,3,0,3,3,0,0.0,100.0,1,371,1,371,0,0,0,0
2024.06.04.,1,0,1,1,0,0.0,100.0,0,371,0,371,0,0,0,0
2024.06.05.,2,1,1,4,0,50.0,50.0,0,371,0,371,0,0,0,0
2024.06.06.,3,1,2,3,0,33.33333333333333,66.66666666666666,3,374,3,374,0,0,0,0
2024.06.07.,2,0,2,4,0,0.0,100.0,0,374,0,374,0,0,0,0
2024.06.08.,0,0,0,0,0,0.0,0.0,0,374,0,374,0,0,0,0
2024.06.09.,2,0,2,2,0,0.0,100.0,1,375,1,375,0,0,0,0
2024.06.10.,5,2,3,7,1,40.0,60.0,5,380,5,380,0,0,0,0
2024.06.11.,2,0,2,3,0,0.0,100.0,1,381,1,381,0,0,0,0
2024.06.12.,5,1,4,7,0,20.0,80.0,4,385,4,385,0,0,0,0
2024.06.13.,1,0,1,1,0,0.0,100.0,1,386,1,386,0,0,0,0
2024.06.14.,1,0,1,1,1,0.0,100.0,0,386,0,386,0,0,0,0
2024.06.15.,0,0,0,0,0,0.0,0.0,0,386,0,386,0,0,0,0
2024.06.16.,0,0,0,0,0,0.0,0.0,1,387,1,387,0,0,0,0
2024.06.17.,3,0,3,3,0,0.0,100.0,3,390,3,390,0,0,0,0
2024.06.18.,1,0,1,1,0,0.0,100.0,1,391,1,391,0,0,0,0
2024.06.19.,2,0,2,2,0,0.0,100.0,2,393,2,393,0,0,0,0
2024.06.20.,3,1,2,3,0,33.33333333333333,66.66666666666666,6,399,6,399,0,0,0,0
2024.06.21.,3,0,3,3,1,0.0,100.0,3,402,3,402,0,0,0,0
2024.06.22.,1,0,1,1,0,0.0,100.0,0,402,0,402,0,0,0,0
2024.06.23.,5,0,5,6,0,0.0,100.0,6,408,6,408,0,0,0,0
2024.06.24.,5,0,5,8,1,0.0,100.0,6,414,6,414,0,0,0,0
2024.06.25.,6,1,5,6,0,16.666666666666664,83.33333333333334,2,416,2,416,0,0,0,0
2024.06.26.,2,1,1,2,0,50.0,50.0,1,417,1,417,0,0,0,0
2024.06.27.,1,0,1,1,0,0.0,100.0,0,417,0,417,0,0,0,0
2024.06.28.,0,0,0,0,0,0.0,0.0,2,419,2,419,0,0,0,0
2024.06.29.,1,0,1,1,0,0.0,100.0,1,420,1,420,0,0,0,0
2024.06.30.,0,0,0,0,0,0.0,0.0,3,423,3,423,0,0,0,0
