날짜,요일,시간대,결제자수,결제수,모바일비율(결제건수),결제금액,모바일비율(결제금액),결제당 결제금액,결제상품수량,결제당 상품수량,배송비,쿠폰합계,상품쿠폰,주문쿠폰,환불건수,환불금액,환불비율(결제금액),환불수량,환불비율(결제상품수량)
2024-03-20,수,15시,1,1,1.0,122500,1.0,122500.0,25,25.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-19,화,20시,1,1,1.0,65000,1.0,65000.0,2,2.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-19,화,07시,1,1,1.0,41000,1.0,41000.0,3,3.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-19,화,18시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-18,월,17시,1,1,1.0,574000,1.0,574000.0,25,25.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-18,월,22시,1,1,1.0,542200,1.0,542200.0,56,56.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-18,월,00시,1,1,1.0,36000,1.0,36000.0,1,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-18,월,18시,1,1,0.0,14000,0.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-18,월,10시,0,0,,0,,,0,,0,0,0,0,1,356700,,73,
2024-03-17,일,15시,1,1,1.0,149000,1.0,149000.0,15,15.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-16,토,20시,1,1,1.0,356700,1.0,356700.0,73,73.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-16,토,08시,1,1,0.0,293000,0.0,293000.0,60,60.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-16,토,13시,1,1,1.0,3500,1.0,3500.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-16,토,19시,1,1,1.0,3500,1.0,3500.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-15,금,09시,1,1,1.0,49000,1.0,49000.0,5,5.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-15,금,16시,1,2,1.0,41300,1.0,20650.0,8,4.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-15,금,08시,1,1,1.0,10500,1.0,10500.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-15,금,14시,1,1,1.0,3500,1.0,3500.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-14,목,19시,3,3,0.3333333333333333,23500,0.7021276595744681,7833.333333333333,7,2.3333333333333335,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-14,목,17시,2,2,1.0,14000,1.0,7000.0,4,2.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-14,목,18시,3,4,1.0,14000,1.0,3500.0,4,1.0,3000,0,0,0,1,3500,0.25,1,0.25
2024-03-13,수,18시,1,2,1.0,107200,1.0,53600.0,14,7.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-12,화,10시,1,1,1.0,1186500,1.0,1186500.0,250,250.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-11,월,17시,1,1,1.0,121500,1.0,121500.0,25,25.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-11,월,20시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-11,월,06시,0,0,,0,,,0,,0,0,0,0,1,14000,,1,
2024-03-10,일,17시,1,1,1.0,440000,1.0,440000.0,90,90.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-10,일,20시,1,1,1.0,18600,1.0,18600.0,4,4.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-10,일,19시,1,1,0.0,14000,0.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-09,토,09시,1,1,1.0,146000,1.0,146000.0,30,30.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-08,금,10시,2,2,0.5,72000,0.5416666666666666,36000.0,3,1.5,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-08,금,14시,1,1,1.0,24500,1.0,24500.0,5,5.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-08,금,11시,1,1,0.0,10000,0.0,10000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-07,목,17시,1,1,1.0,77400,1.0,77400.0,16,16.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-07,목,23시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-06,수,13시,2,2,1.0,171500,1.0,85750.0,35,17.5,3000,0,0,0,1,19600,0.11428571428571428,4,0.11428571428571428
2024-03-06,수,14시,1,1,1.0,98000,1.0,98000.0,20,20.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-06,수,07시,1,1,1.0,37000,1.0,37000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-06,수,12시,1,1,1.0,19600,1.0,19600.0,4,4.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-04,월,11시,1,1,1.0,549000,1.0,549000.0,150,150.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-03-04,월,20시,1,1,0.0,102900,0.0,102900.0,21,21.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-04,월,17시,1,1,1.0,48000,1.0,48000.0,10,10.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-04,월,08시,1,1,1.0,41000,1.0,41000.0,3,3.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-03-04,월,14시,1,1,1.0,33600,1.0,33600.0,12,12.0,3000,0,0,0,0,0,0.0,0,0.0
2024-03-02,토,14시,1,1,1.0,719000,1.0,719000.0,150,150.0,0,1000,1000,0,1,719000,1.0,150,1.0
2024-03-02,토,21시,1,1,1.0,122500,1.0,122500.0,25,25.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-01,금,18시,1,1,1.0,294000,1.0,294000.0,60,60.0,0,0,0,0,0,0,0.0,0,0.0
2024-03-01,금,13시,1,1,1.0,19000,1.0,19000.0,2,2.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-29,목,11시,1,1,0.0,195000,0.0,195000.0,40,40.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-29,목,23시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-28,수,10시,2,3,1.0,245000,1.0,81666.66666666667,44,14.666666666666666,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-28,수,12시,3,4,0.75,185900,0.741796664873588,46475.0,37,9.25,3000,2000,2000,0,0,0,0.0,0,0.0
2024-02-28,수,20시,1,2,1.0,42000,1.0,21000.0,2,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-27,화,10시,1,1,1.0,170500,1.0,170500.0,35,35.0,0,1000,1000,0,1,170500,1.0,35,1.0
2024-02-27,화,20시,1,1,1.0,40000,1.0,40000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-27,화,18시,1,2,1.0,26900,1.0,13450.0,2,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-26,월,17시,1,1,1.0,479000,1.0,479000.0,100,100.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-26,월,22시,1,1,1.0,68000,1.0,68000.0,3,3.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-26,월,21시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-25,일,19시,1,1,1.0,204400,1.0,204400.0,46,46.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-24,토,19시,1,1,1.0,230000,1.0,230000.0,7,7.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-23,금,23시,1,1,1.0,229300,1.0,229300.0,47,47.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-23,금,14시,1,1,1.0,49400,1.0,49400.0,18,18.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-23,금,09시,1,1,0.0,41000,0.0,41000.0,3,3.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-22,목,12시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-22,목,15시,1,1,1.0,84000,1.0,84000.0,18,18.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-22,목,13시,1,1,1.0,68600,1.0,68600.0,14,14.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-21,수,11시,1,1,1.0,244000,1.0,244000.0,50,50.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-21,수,08시,1,1,1.0,48000,1.0,48000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-21,수,12시,1,1,1.0,28000,1.0,28000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-19,월,12시,1,1,1.0,78000,1.0,78000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-19,월,17시,1,1,1.0,52900,1.0,52900.0,11,11.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-18,일,15시,1,1,1.0,480000,1.0,480000.0,100,100.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-18,일,11시,1,1,1.0,146000,1.0,146000.0,30,30.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-18,일,16시,1,1,1.0,57800,1.0,57800.0,12,12.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-16,금,13시,1,1,0.0,92000,0.0,92000.0,4,4.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-14,수,10시,1,3,1.0,160500,1.0,53500.0,17,5.666666666666667,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-14,수,11시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,1000,1000,0,1,45000,1.40625,1,1.0
2024-02-13,화,11시,1,1,1.0,949000,1.0,949000.0,200,200.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-13,화,13시,1,1,0.0,248400,0.0,248400.0,59,59.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-13,화,17시,1,1,1.0,101900,1.0,101900.0,21,21.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-13,화,18시,1,1,0.0,14000,0.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-13,화,14시,1,1,0.0,11000,0.0,11000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-10,토,21시,1,1,1.0,45000,1.0,45000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-10,토,18시,1,2,1.0,24000,1.0,12000.0,2,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-07,수,22시,1,1,1.0,120000,1.0,120000.0,33,33.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-07,수,18시,2,2,1.0,64000,1.0,32000.0,2,1.0,0,2000,2000,0,0,0,0.0,0,0.0
2024-02-07,수,14시,1,1,0.0,23000,0.0,23000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-06,화,15시,1,1,1.0,37000,1.0,37000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-06,화,10시,1,1,1.0,4900,1.0,4900.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-05,월,20시,1,1,1.0,147000,1.0,147000.0,30,30.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-05,월,00시,1,1,1.0,58800,1.0,58800.0,12,12.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-05,월,14시,1,2,1.0,52000,1.0,26000.0,2,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-05,월,12시,1,1,1.0,36000,1.0,36000.0,1,1.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-05,월,11시,1,1,1.0,24500,1.0,24500.0,5,5.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-04,일,15시,1,1,1.0,134000,1.0,134000.0,3,3.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-03,토,20시,1,1,0.0,297000,0.0,297000.0,9,9.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-03,토,01시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-03,토,13시,1,1,1.0,38200,1.0,38200.0,8,8.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-03,토,11시,1,1,1.0,10000,1.0,10000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-03,토,15시,0,0,,0,,,0,,0,0,0,0,1,196000,,40,
2024-02-02,금,20시,2,2,0.5,151900,0.6774193548387096,75950.0,22,11.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-02,금,19시,1,2,1.0,141000,1.0,70500.0,5,2.5,0,0,0,0,0,0,0.0,0,0.0
2024-02-02,금,11시,1,3,0.0,81000,0.0,27000.0,3,1.0,9000,0,0,0,0,0,0.0,0,0.0
2024-02-02,금,21시,1,1,1.0,65100,1.0,65100.0,15,15.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-02,금,17시,1,3,1.0,38400,1.0,12800.0,3,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-02,금,10시,1,1,1.0,36000,1.0,36000.0,1,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-02,금,15시,1,1,1.0,26000,1.0,26000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-01,목,13시,3,9,0.7777777777777778,964000,0.23858921161825727,107111.11111111111,39,4.333333333333333,21000,1000,1000,0,0,0,0.0,0,0.0
2024-02-01,목,18시,2,2,0.5,182500,0.06027397260273973,91250.0,36,18.0,0,0,0,0,0,0,0.0,0,0.0
2024-02-01,목,10시,2,2,0.5,100500,0.7313432835820896,50250.0,16,8.0,0,0,0,0,1,73500,0.7313432835820896,15,0.9375
2024-02-01,목,11시,1,1,1.0,67600,1.0,67600.0,14,14.0,0,1000,1000,0,1,67600,1.0,14,1.0
2024-02-01,목,15시,1,1,1.0,66000,1.0,66000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-02-01,목,22시,1,2,1.0,61000,1.0,30500.0,4,2.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-02-01,목,20시,2,2,1.0,38400,1.0,19200.0,7,3.5,3000,1000,1000,0,0,0,0.0,0,0.0
2024-02-01,목,17시,1,1,1.0,33000,1.0,33000.0,1,1.0,3000,0,0,0,1,32000,0.9696969696969697,1,1.0
2024-02-01,목,19시,0,0,,0,,,0,,0,0,0,0,1,171500,,35,
2024-01-31,수,21시,1,2,1.0,45000,1.0,22500.0,2,1.0,6000,1000,1000,0,0,0,0.0,0,0.0
2024-01-31,수,23시,1,1,1.0,39000,1.0,39000.0,2,2.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-31,수,10시,1,1,0.0,23500,0.0,23500.0,5,5.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-30,화,13시,1,1,1.0,99000,1.0,99000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-30,화,07시,1,1,0.0,79000,0.0,79000.0,8,8.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-30,화,20시,1,2,1.0,75400,1.0,37700.0,13,6.5,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-30,화,09시,1,1,1.0,43000,1.0,43000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-29,월,11시,1,2,1.0,280000,1.0,140000.0,11,5.5,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-29,월,10시,1,2,1.0,232000,1.0,116000.0,5,2.5,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-29,월,13시,2,2,0.5,63000,0.7777777777777778,31500.0,6,3.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-29,월,07시,1,1,1.0,48000,1.0,48000.0,10,10.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-29,월,19시,1,1,0.0,46000,0.0,46000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-28,일,15시,1,1,1.0,245000,1.0,245000.0,50,50.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-28,일,11시,1,1,1.0,48000,1.0,48000.0,10,10.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-28,일,17시,1,1,1.0,29000,1.0,29000.0,3,3.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-28,일,13시,0,0,,0,,,0,,0,0,0,0,1,48000,,10,
2024-01-28,일,16시,0,0,,0,,,0,,0,0,0,0,2,80000,,5,
2024-01-27,토,14시,1,1,1.0,49000,1.0,49000.0,10,10.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-26,금,01시,1,1,1.0,181300,1.0,181300.0,43,43.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-26,금,16시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-25,목,18시,1,1,0.0,479000,0.0,479000.0,100,100.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-25,목,08시,1,1,1.0,49000,1.0,49000.0,10,10.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-25,목,20시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-24,수,09시,1,1,0.0,460000,0.0,460000.0,20,20.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-24,수,13시,1,1,1.0,244000,1.0,244000.0,50,50.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-24,수,23시,1,1,1.0,219500,1.0,219500.0,45,45.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-24,수,14시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-24,수,21시,1,2,1.0,80000,1.0,40000.0,5,2.5,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-23,화,00시,1,1,0.0,395500,0.0,395500.0,85,85.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-23,화,09시,1,1,1.0,98000,1.0,98000.0,20,20.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-23,화,10시,1,1,1.0,49000,1.0,49000.0,10,10.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-22,월,18시,2,2,0.5,414500,0.7659831121833535,207250.0,85,42.5,0,2000,2000,0,0,0,0.0,0,0.0
2024-01-22,월,11시,1,1,1.0,343000,1.0,343000.0,70,70.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-22,월,21시,1,1,1.0,87000,1.0,87000.0,24,24.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-22,월,13시,1,1,1.0,45000,1.0,45000.0,2,2.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-21,일,18시,1,1,1.0,26000,1.0,26000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-21,일,22시,1,1,0.0,20000,0.0,20000.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-20,토,22시,1,1,1.0,72500,1.0,72500.0,15,15.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-20,토,21시,1,2,1.0,33500,1.0,16750.0,6,3.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-20,토,13시,1,1,1.0,4900,1.0,4900.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-19,금,20시,1,1,1.0,2114000,1.0,2114000.0,450,450.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-19,금,11시,1,2,1.0,254800,1.0,127400.0,52,26.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-19,금,10시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-18,목,18시,1,1,1.0,479000,1.0,479000.0,100,100.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-18,목,13시,1,1,1.0,33300,1.0,33300.0,7,7.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-18,목,21시,1,1,1.0,22000,1.0,22000.0,1,1.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-17,수,13시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-17,수,11시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-17,수,16시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-15,월,16시,2,4,1.0,348000,1.0,87000.0,69,17.25,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-15,월,13시,1,1,0.0,160000,0.0,160000.0,5,5.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-15,월,08시,1,1,1.0,93100,1.0,93100.0,19,19.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-15,월,09시,1,1,1.0,73500,1.0,73500.0,15,15.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-15,월,10시,1,1,0.0,14000,0.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-14,일,12시,1,1,1.0,245000,1.0,245000.0,50,50.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-14,일,08시,1,1,1.0,147000,1.0,147000.0,30,30.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-14,일,03시,1,1,1.0,98000,1.0,98000.0,20,20.0,0,0,0,0,1,98000,1.0,20,1.0
2024-01-12,금,13시,1,1,1.0,48000,1.0,48000.0,10,10.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-11,목,12시,1,1,1.0,391000,1.0,391000.0,80,80.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-11,목,01시,1,1,1.0,318500,1.0,318500.0,65,65.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-11,목,23시,1,1,1.0,155800,1.0,155800.0,32,32.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-11,목,14시,1,1,1.0,21000,1.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-10,수,13시,1,1,1.0,294000,1.0,294000.0,60,60.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-10,수,10시,1,1,0.0,121500,0.0,121500.0,25,25.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-10,수,17시,1,1,1.0,68600,1.0,68600.0,14,14.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-10,수,20시,1,1,1.0,48000,1.0,48000.0,10,10.0,3000,1000,1000,0,0,0,0.0,0,0.0
2024-01-09,화,19시,1,1,1.0,1186500,1.0,1186500.0,250,250.0,0,1000,1000,0,0,0,0.0,0,0.0
2024-01-09,화,09시,1,1,1.0,196000,1.0,196000.0,40,40.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-09,화,18시,1,1,1.0,58800,1.0,58800.0,12,12.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-09,화,11시,1,1,1.0,14000,1.0,14000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-08,월,14시,1,1,1.0,245000,1.0,245000.0,50,50.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-08,월,16시,1,1,1.0,200900,1.0,200900.0,41,41.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-08,월,10시,2,3,1.0,120000,1.0,40000.0,21,7.0,9000,0,0,0,1,49000,0.4083333333333333,10,0.47619047619047616
2024-01-08,월,12시,1,1,1.0,78400,1.0,78400.0,16,16.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-08,월,17시,2,2,0.5,76100,0.5795006570302234,38050.0,10,5.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-08,월,20시,1,1,1.0,10300,1.0,10300.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-06,토,13시,1,1,1.0,100000,1.0,100000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-06,토,16시,1,1,1.0,10300,1.0,10300.0,2,2.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-05,금,18시,1,1,1.0,32000,1.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-04,목,21시,1,1,1.0,140000,1.0,140000.0,7,7.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-04,목,11시,1,1,1.0,21000,1.0,21000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-04,목,01시,1,1,1.0,20000,1.0,20000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2024-01-03,수,22시,1,1,1.0,768000,1.0,768000.0,160,160.0,0,0,0,0,0,0,0.0,0,0.0
2024-01-03,수,11시,2,2,1.0,93100,1.0,46550.0,19,9.5,3000,0,0,0,0,0,0.0,0,0.0
2023-12-29,금,13시,1,1,0.0,69000,0.0,69000.0,3,3.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-29,금,08시,1,1,1.0,32000,1.0,32000.0,1,1.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-28,목,09시,2,2,0.5,728500,0.34111187371310914,364250.0,155,77.5,0,0,0,0,0,0,0.0,0,0.0
2023-12-28,목,00시,1,1,1.0,343000,1.0,343000.0,70,70.0,0,0,0,0,1,336000,0.9795918367346939,70,1.0
2023-12-27,수,23시,1,1,1.0,336000,1.0,336000.0,70,70.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-27,수,16시,1,1,0.0,294000,0.0,294000.0,60,60.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-26,화,13시,1,1,0.0,319000,0.0,319000.0,87,87.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-26,화,14시,1,1,1.0,171500,1.0,171500.0,35,35.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-26,화,18시,1,1,1.0,138000,1.0,138000.0,6,6.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-26,화,11시,1,1,0.0,49000,0.0,49000.0,10,10.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-25,월,20시,1,1,1.0,480000,1.0,480000.0,100,100.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-25,월,18시,1,1,1.0,139000,1.0,139000.0,45,45.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-24,일,18시,1,1,1.0,77000,1.0,77000.0,21,21.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-23,토,15시,1,1,0.0,78400,0.0,78400.0,28,28.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-23,토,18시,1,1,0.0,21000,0.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-12-22,금,14시,2,2,0.0,136000,0.0,68000.0,5,2.5,3000,0,0,0,0,0,0.0,0,0.0
2023-12-21,목,12시,1,1,1.0,392000,1.0,392000.0,80,80.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-21,목,16시,1,1,0.0,219000,0.0,219000.0,60,60.0,0,1000,1000,0,1,219000,1.0,60,1.0
2023-12-21,목,15시,1,1,0.0,32000,0.0,32000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-12-21,목,10시,1,1,0.0,21000,0.0,21000.0,1,1.0,3000,0,0,0,0,0,0.0,0,0.0
2023-12-20,수,11시,1,1,1.0,73500,1.0,73500.0,15,15.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-20,수,19시,1,1,1.0,20000,1.0,20000.0,2,2.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-19,화,13시,1,2,0.0,67100,0.0,33550.0,10,5.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-18,월,11시,1,1,1.0,1380000,1.0,1380000.0,300,300.0,0,0,0,0,0,0,0.0,0,0.0
2023-12-18,월,10시,1,1,1.0,552000,1.0,552000.0,115,115.0,0,0,0,0,0,0,0.0,0,0.0
